台帳ID,管理対象ID,名称,棟名,文化財種類,種別1,種別2,国,時代,重文指定年月日,国宝指定年月日,都道府県,所在地,保管施設の名称,所有者名,管理団体又は責任者,緯度,経度
"102","00004116","旧手宮鉄道施設","転車台","国宝・重要文化財(建造物)","重要文化財","近代／産業・交通・土木","","大正","20011114","","北海道","北海道小樽市手宮一丁目","","小樽市","","43.21182653","141.00063300"
"102","00004115","旧手宮鉄道施設","貯水槽","国宝・重要文化財(建造物)","重要文化財","近代／産業・交通・土木","","大正","20011114","","北海道","北海道小樽市手宮一丁目","","小樽市","","43.21184736","141.00017173"
"102","3709","旧手宮鉄道施設","機関車庫一号","国宝・重要文化財(建造物)","重要文化財","近代／産業・交通・土木","","明治","20011114","","北海道","北海道小樽市手宮一丁目","","小樽市
北海道旅客鉄道株式会社","","43.21190863","141.00037116"
"102","00004117","旧手宮鉄道施設","擁壁","国宝・重要文化財(建造物)","重要文化財","近代／産業・交通・土木","","明治","20011114","","北海道","北海道小樽市手宮一丁目","","小樽市","","43.21200362","141.00478938"
"102","00004113","旧手宮鉄道施設","機関車庫三号","国宝・重要文化財(建造物)","重要文化財","近代／産業・交通・土木","","明治","20011114","","北海道","北海道小樽市手宮一丁目","","小樽市","","43.21201384","141.00074802"
"102","00004114","旧手宮鉄道施設","危険品庫","国宝・重要文化財(建造物)","重要文化財","近代／産業・交通・土木","","明治","20011114","","北海道","北海道小樽市手宮一丁目","","小樽市","","43.21211572","141.00078417"
"102","00004990","旧双葉幼稚園園舎","","国宝・重要文化財(建造物)","重要文化財","近代／学校","","大正","20170731","","北海道","北海道帯広市東四条南一〇丁目9番地","","日本聖公会北海道教区","","42.92256583","143.21122194"
"102","32","旧中村家住宅（北海道檜山郡江差町）","主屋","国宝・重要文化財(建造物)","重要文化財","近代／住居","","明治","19711228","","北海道","北海道檜山郡江差町字中歌町22番地","","江差町","","41.86909424","140.12878780"
"102","33","旧中村家住宅（北海道檜山郡江差町）","文庫倉","国宝・重要文化財(建造物)","重要文化財","近代／住居","","明治","19711228","","北海道","北海道檜山郡江差町字中歌町22番地","","江差町","","41.86911023","140.12870699"
"102","34","旧中村家住宅（北海道檜山郡江差町）","下ノ倉","国宝・重要文化財(建造物)","重要文化財","近代／住居","","江戸末期","19711228","","北海道","北海道檜山郡江差町字中歌町22番地","","江差町","","41.86913211","140.12866406"
"102","22","旧日本郵船株式会社小樽支店","","国宝・重要文化財(建造物)","重要文化財","近代／商業・業務","","明治","19690312","","北海道","北海道小樽市色内三丁目7番8号","","小樽市","","43.20727415","140.99830789"
"102","20","旧函館区公会堂","附属棟","国宝・重要文化財(建造物)","重要文化財","近代／文化施設","","明治","19801218","","北海道","北海道函館市元町11番33号","","函館市","","41.76488506","140.70924609"
"102","19","旧函館区公会堂","本館","国宝・重要文化財(建造物)","重要文化財","近代／文化施設","","明治","19740521","","北海道","北海道函館市元町11番33号","","函館市","","41.76504812","140.70893900"
"102","3812","旧本間家住宅","呉服蔵","国宝・重要文化財(建造物)","重要文化財","近代／住居","","明治","20031225","","北海道","北海道増毛郡増毛町弁天町一丁目30番地","","増毛町","","43.85720932","141.52515598"
"102","3810","旧本間家住宅","店舗","国宝・重要文化財(建造物)","重要文化財","近代／住居","","明治","20031225","","北海道","北海道増毛郡増毛町弁天町一丁目30番地","","増毛町","","43.85725999","141.52501590"
"102","3813","旧本間家住宅","醸造蔵","国宝・重要文化財(建造物)","重要文化財","近代／住居","","明治","20031225","","北海道","北海道増毛郡増毛町弁天町一丁目30番地","","増毛町","","43.85735835","141.52522156"
"102","3811","旧本間家住宅","附属屋","国宝・重要文化財(建造物)","重要文化財","近代／住居","","明治","20031225","","北海道","北海道増毛郡増毛町弁天町一丁目30番地","","増毛町","","43.85742989","141.52519473"
"102","3809","旧本間家住宅","主屋","国宝・重要文化財(建造物)","重要文化財","近代／住居","","明治","20031225","","北海道","北海道増毛郡増毛町弁天町一丁目30番地","","増毛町","","43.85743585","141.52505762"
"102","00004831","旧網走監獄","舎房及び中央見張所","国宝・重要文化財(建造物)","重要文化財","近代／官公庁舎","","明治","20160209","","北海道","北海道網走市呼人一番地","","公益財団法人網走監獄保存財団","","43.99529700","144.22990800"
"102","00004832","旧網走監獄","教誨堂","国宝・重要文化財(建造物)","重要文化財","近代／官公庁舎","","明治","20160209","","北海道","北海道網走市呼人一番地","","公益財団法人網走監獄保存財団","","43.99551100","144.22831600"
"102","00004830","旧網走監獄","庁舎","国宝・重要文化財(建造物)","重要文化財","近代／官公庁舎","","明治","20160209","","北海道","北海道網走市呼人一番地","","公益財団法人網走監獄保存財団","","43.99568100","144.22929100"
"102","00004833","旧網走刑務所二見ヶ岡刑務支所（二見ヶ岡農場）","庁舎","国宝・重要文化財(建造物)","重要文化財","近代／官公庁舎","","明治","20160209","","北海道","北海道網走市呼人三番地","","公益財団法人網走監獄保存財団","","43.99701300","144.23125700"
"102","00004837","旧網走刑務所二見ヶ岡刑務支所（二見ヶ岡農場）","炊場","国宝・重要文化財(建造物)","重要文化財","近代／官公庁舎","","明治","20160209","","北海道","北海道網走市呼人三番地","","公益財団法人網走監獄保存財団","","43.99712100","144.23093900"
"102","00004835","旧網走刑務所二見ヶ岡刑務支所（二見ヶ岡農場）","教誨堂及び食堂","国宝・重要文化財(建造物)","重要文化財","近代／官公庁舎","","明治","20160209","","北海道","北海道網走市呼人三番地","","公益財団法人網走監獄保存財団","","43.99718800","144.23133700"
"102","00004836","旧網走刑務所二見ヶ岡刑務支所（二見ヶ岡農場）","鍵鎖附着所","国宝・重要文化財(建造物)","重要文化財","近代／官公庁舎","","明治","20160209","","北海道","北海道網走市呼人三番地","","公益財団法人網走監獄保存財団","","43.99727900","144.23073200"
"102","00004834","旧網走刑務所二見ヶ岡刑務支所（二見ヶ岡農場）","舎房","国宝・重要文化財(建造物)","重要文化財","近代／官公庁舎","","明治","20160209","","北海道","北海道網走市呼人三番地","","公益財団法人網走監獄保存財団","","43.99735900","144.23141400"
"102","37","上國寺本堂","","国宝・重要文化財(建造物)","重要文化財","近世以前／寺院","","江戸後期","19930420","","北海道","北海道檜山郡上ノ国町字勝山","","上国寺","","41.80337204","140.10331829"
"102","40","正行寺本堂","","国宝・重要文化財(建造物)","重要文化財","近世以前／寺院","","江戸後期","19920121","","北海道","北海道厚岸郡厚岸町梅香町","","正行寺","","43.03596183","144.84669424"
"102","18","太刀川家住宅店舗（北海道函館市弁天町）","","国宝・重要文化財(建造物)","重要文化財","近代／住居","","明治","19711228","","北海道","北海道函館市弁天町15番地28号","","","","41.77131771","140.70855274"
"102","00004217","大谷派本願寺函館別院","本堂","国宝・重要文化財(建造物)","重要文化財","近代／宗教","","大正","20071204","","北海道","北海道函館市元町16番15号","","真宗大谷派函館別院","","41.76297283","140.71395981"
"102","00004218","大谷派本願寺函館別院","鐘楼","国宝・重要文化財(建造物)","重要文化財","近代／宗教","","大正","20071204","","北海道","北海道函館市元町16番15号","","真宗大谷派函館別院","","41.76319531","140.71447424"
"102","00004219","大谷派本願寺函館別院","正門","国宝・重要文化財(建造物)","重要文化財","近代／宗教","","大正","20071204","","北海道","北海道函館市元町16番15号","","真宗大谷派函館別院","","41.76330305","140.71439713"
"102","21","函館ハリストス正教会復活聖堂","","国宝・重要文化財(建造物)","重要文化財","近代／宗教","","大正","19830602","","北海道","北海道函館市元町3番13号","","函館ハリストス正教会","","41.76281284","140.71223236"
"102","1","八窓庵（旧舎那院忘筌）","","国宝・重要文化財(建造物)","重要文化財","近世以前／住宅","","江戸前期","19360918","","北海道","北海道札幌市中央区南一一条西四丁目中島公園内","","札幌市","","43.04639149","141.35247412"
"102","25","福山城（松前城）本丸御門","","国宝・重要文化財(建造物)","重要文化財","近世以前／城郭","","江戸末期","19410508","","北海道","北海道松前郡松前町大字松城","","松前町","","41.42969676","140.10810811"
"102","31","法源寺山門","","国宝・重要文化財(建造物)","重要文化財","近世以前／寺院","","江戸中期","19930420","","北海道","北海道松前郡松前町字松城","","法源寺","","41.43151526","140.10755472"
"102","2","豊平館","","国宝・重要文化財(建造物)","重要文化財","近代／官公庁舎","","明治","19640526","","北海道","北海道札幌市中央区南一一条西四丁目中島公園内","","札幌市","","43.04628141","141.35257398"
"102","9","北海道大学農学部（旧東北帝国大学農科大学）第二農場","事務所","国宝・重要文化財(建造物)","重要文化財","近代／学校","","明治","19690819","","北海道","北海道札幌市北区北八条西五丁目北海道大学構内","","国立大学法人北海道大学","","43.08101145","141.34033619"
"102","17","北海道大学農学部（旧東北帝国大学農科大学）第二農場","製乳所","国宝・重要文化財(建造物)","重要文化財","近代／学校","","明治","19690819","","北海道","北海道札幌市北区北八条西五丁目北海道大学構内","","国立大学法人北海道大学","北海道大学","43.08164253","141.33981285"
"102","10","北海道大学農学部（旧東北帝国大学農科大学）第二農場","種牛舎","国宝・重要文化財(建造物)","重要文化財","近代／学校","","明治","19690819","","北海道","北海道札幌市北区北八条西五丁目北海道大学構内","","国立大学法人北海道大学","","43.08164845","141.34078605"
"102","11","北海道大学農学部（旧東北帝国大学農科大学）第二農場","牧牛舎","国宝・重要文化財(建造物)","重要文化財","近代／学校","","明治","19690819","","北海道","北海道札幌市北区北八条西五丁目北海道大学構内","","国立大学法人北海道大学","","43.08177500","141.34042399"
"102","16","北海道大学農学部（旧東北帝国大学農科大学）第二農場","釜場","国宝・重要文化財(建造物)","重要文化財","近代／学校","","明治","19690819","","北海道","北海道札幌市北区北八条西五丁目北海道大学構内","","国立大学法人北海道大学","北海道大学","43.08178260","141.33975677"
"102","15","北海道大学農学部（旧東北帝国大学農科大学）第二農場","秤量場","国宝・重要文化財(建造物)","重要文化財","近代／学校","","明治","19690819","","北海道","北海道札幌市北区北八条西五丁目北海道大学構内","","国立大学法人北海道大学","","43.08212390","141.33965287"
"102","12","北海道大学農学部（旧東北帝国大学農科大学）第二農場","産室・追込所及び耕馬舎","国宝・重要文化財(建造物)","重要文化財","近代／学校","","明治","19690819","","北海道","北海道札幌市北区北八条西五丁目北海道大学構内","","国立大学法人北海道大学","","43.08225169","141.34033316"
"102","14","北海道大学農学部（旧東北帝国大学農科大学）第二農場","収穫室及び脱?室","国宝・重要文化財(建造物)","重要文化財","近代／学校","","明治","19690819","","北海道","北海道札幌市北区北八条西五丁目北海道大学構内","","国立大学法人北海道大学","","43.08249173","141.33983390"
"102","13","北海道大学農学部（旧東北帝国大学農科大学）第二農場","穀物庫","国宝・重要文化財(建造物)","重要文化財","近代／学校","","明治","19690819","","北海道","北海道札幌市北区北八条西五丁目北海道大学構内","","国立大学法人北海道大学","","43.08253731","141.34004420"
"102","8","北海道大学農学部植物園・博物館","植物園門衛所","国宝・重要文化財(建造物)","重要文化財","近代／学校","","明治","19890519","","北海道","北海道札幌市中央区北三条西八丁目北海道大学附属植物園内","","国立大学法人北海道大学","","43.06336823","141.34462104"
"102","5","北海道大学農学部植物園・博物館","博物館本館","国宝・重要文化財(建造物)","重要文化財","近代／学校","","明治","19890519","","北海道","北海道札幌市中央区北三条西八丁目北海道大学附属植物園内","","国立大学法人北海道大学","","43.06348876","141.34313049"
"102","6","北海道大学農学部植物園・博物館","博物館事務所","国宝・重要文化財(建造物)","重要文化財","近代／学校","","明治","19890519","","北海道","北海道札幌市中央区北三条西八丁目北海道大学附属植物園内","","国立大学法人北海道大学","","43.06354811","141.34260870"
"102","7","北海道大学農学部植物園・博物館","博物館倉庫","国宝・重要文化財(建造物)","重要文化財","近代／学校","","明治","19890519","","北海道","北海道札幌市中央区北三条西八丁目北海道大学附属植物園内","","国立大学法人北海道大学","","43.06366589","141.34242124"
"102","4","北海道庁旧本庁舎","","国宝・重要文化財(建造物)","重要文化財","近代／官公庁舎","","明治","19690312","","北海道","北海道札幌市中央区北三条西五丁目1番地","","北海道","","43.06396711","141.34800414"
"102","28","龍雲院","惣門","国宝・重要文化財(建造物)","重要文化財","近世以前／寺院","","江戸末期","19920121","","北海道","北海道松前郡松前町字松城","","龍雲院","","41.43099663","140.10703992"
"102","30","龍雲院","土蔵","国宝・重要文化財(建造物)","重要文化財","近世以前／寺院","","江戸末期","19920121","","北海道","北海道松前郡松前町字松城","","龍雲院","","41.43102632","140.10734729"
"102","29","龍雲院","鐘楼","国宝・重要文化財(建造物)","重要文化財","近世以前／寺院","","江戸末期","19920121","","北海道","北海道松前郡松前町字松城","","龍雲院","","41.43111888","140.10691069"
"102","27","龍雲院","庫裏","国宝・重要文化財(建造物)","重要文化財","近世以前／寺院","","江戸末期","19920121","","北海道","北海道松前郡松前町字松城","","龍雲院","","41.43130225","140.10726346"
"102","26","龍雲院","本堂","国宝・重要文化財(建造物)","重要文化財","近世以前／寺院","","江戸末期","19920121","","北海道","北海道松前郡松前町字松城","","龍雲院","","41.43131622","140.10701897"
"102","79","円覚寺薬師堂内厨子","","国宝・重要文化財(建造物)","重要文化財","近世以前／寺院","","室町後期","19530829","","青森県","青森県西津軽郡深浦町大字深浦","円覚寺","円覚寺","","40.64233309","139.92287182"
"102","65","革秀寺本堂","","国宝・重要文化財(建造物)","重要文化財","近世以前／寺院","","桃山","19930817","","青森県","青森県弘前市大字藤代一丁目","","革秀寺","","40.61271881","140.45011663"
"102","85","岩木山神社","中門","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","江戸中期","19860122","","青森県","青森県弘前市百沢","","岩木山神社","","40.62143272","140.34112476"
"102","84","岩木山神社","瑞垣","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","江戸中期","19710622","","青森県","青森県弘前市百沢","","岩木山神社","","40.62144671","140.34099842"
"102","83","岩木山神社","奥門","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","江戸中期","19710622","","青森県","青森県弘前市百沢","","岩木山神社","","40.62177152","140.34077547"
"102","82","岩木山神社","本殿","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","江戸中期","19710622","","青森県","青森県弘前市百沢","","岩木山神社","","40.62185545","140.34066311"
"102","80","岩木山神社拝殿","","国宝・重要文化財(建造物)","重要文化財","近世以前／寺院","","桃山","19080423","","青森県","青森県弘前市百沢","","岩木山神社","","40.62153195","140.34108104"
"102","81","岩木山神社楼門","","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","江戸前期","19080423","","青森県","青森県弘前市百沢","","岩木山神社","","40.62103971","140.34156279"
"102","86","旧笠石家住宅（青森県上北郡十和田湖町）","","国宝・重要文化財(建造物)","重要文化財","近世以前／民家","","江戸後期","19730223","","青森県","青森県十和田市大字奥瀬字栃久保80番地","","十和田湖町","","40.58482847","141.02347681"
"102","00004838","旧弘前藩諸士住宅","","国宝・重要文化財(建造物)","重要文化財","近世以前／住宅","","江戸中期","20160209","","青森県","青森県弘前市若党町七二番地","","弘前市","","40.61329300","140.46596000"
"102","3698","旧弘前偕行社","","国宝・重要文化財(建造物)","重要文化財","近代／文化施設","","明治","20010615","","青森県","青森県弘前市大字御幸町8番地10","","財団法人弘前女子厚生学院","","40.59081247","140.47722366"
"102","00004376","旧大湊水源地水道施設","乙水槽","国宝・重要文化財(建造物)","重要文化財","近代／産業・交通・土木","","明治","20091208","","青森県","青森県むつ市宇田町、桜木町","","むつ市","","41.25801565","141.13994938"
"102","00004368","旧大湊水源地水道施設","第一引入口","国宝・重要文化財(建造物)","重要文化財","近代／産業・交通・土木","","明治","20091208","","青森県","青森県むつ市宇田町、桜木町","","むつ市","","41.25871148","141.13970942"
"102","00004375","旧大湊水源地水道施設","沈澄池堰堤","国宝・重要文化財(建造物)","重要文化財","近代／産業・交通・土木","","明治","20091208","","青森県","青森県むつ市宇田町、桜木町","","むつ市","","41.25900433","141.13933290"
"102","67","旧第五十九銀行本店本館","","国宝・重要文化財(建造物)","重要文化財","近代／商業・業務","","明治","19720515","","青森県","青森県弘前市大字元長町26番地","","株式会社青森銀行","","40.60292052","140.46856702"
"102","00003907","旧津島家住宅","煉瓦塀　（南方）","国宝・重要文化財(建造物)","重要文化財","近代／住居","","明治","20041210","","青森県","青森県五所川原市金木町字朝日山412番地1","","金木町","","40.90242428","140.45515714"
"102","00003884","旧津島家住宅","主屋","国宝・重要文化財(建造物)","重要文化財","近代／住居","","明治","20041210","","青森県","青森県五所川原市金木町字朝日山412番地1","","金木町","","40.90258818","140.45521630"
"102","00003886","旧津島家住宅","中の蔵","国宝・重要文化財(建造物)","重要文化財","近代／住居","","明治","20041210","","青森県","青森県五所川原市金木町字朝日山412番地1","","金木町","","40.90263328","140.45536326"
"102","00003887","旧津島家住宅","米蔵","国宝・重要文化財(建造物)","重要文化財","近代／住居","","明治","20041210","","青森県","青森県五所川原市金木町字朝日山412番地1","","金木町","","40.90265038","140.45547677"
"102","00003888","旧津島家住宅","煉瓦塀　（北方）","国宝・重要文化財(建造物)","重要文化財","近代／住居","","明治","20041210","","青森県","青森県五所川原市金木町字朝日山412番地1","","金木町","","40.90275527","140.45503536"
"102","00003885","旧津島家住宅","文庫蔵","国宝・重要文化財(建造物)","重要文化財","近代／住居","","明治","20041210","","青森県","青森県五所川原市金木町字朝日山412番地1","","金木町","","40.90276623","140.45529794"
"102","78","旧平山家住宅（青森県五所川原市湊）","表門","国宝・重要文化財(建造物)","重要文化財","近世以前／民家","","江戸後期","19780121","","青森県","青森県五所川原市大字湊字千鳥144番地1号","","五所川原市","","40.79440519","140.44166188"
"102","77","旧平山家住宅（青森県五所川原市湊）","主屋","国宝・重要文化財(建造物)","重要文化財","近世以前／民家","","江戸後期","19780121","","青森県","青森県五所川原市大字湊字千鳥144番地1号","","五所川原市","","40.79466012","140.44168603"
"102","75","櫛引八幡宮","南門","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","江戸前期","19930420","","青森県","青森県八戸市大字八幡字八幡丁","","櫛引八幡宮","","40.48983725","141.43486704"
"102","72","櫛引八幡宮","旧拝殿","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","江戸前期","19930420","","青森県","青森県八戸市大字八幡字八幡丁","","櫛引八幡宮","","40.48990018","141.43425030"
"102","74","櫛引八幡宮","末社春日社本殿","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","江戸前期","19930420","","青森県","青森県八戸市大字八幡字八幡丁","","櫛引八幡宮","","40.49015191","141.43455552"
"102","73","櫛引八幡宮","末社神明宮本殿","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","江戸前期","19930420","","青森県","青森県八戸市大字八幡字八幡丁","","櫛引八幡宮","","40.49018338","141.43504010"
"102","71","櫛引八幡宮","本殿","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","江戸前期","19930420","","青森県","青森県八戸市大字八幡字八幡丁","","櫛引八幡宮","","40.49032183","141.43478522"
"102","66","熊野奥照神社本殿","","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","桃山","19540917","","青森県","青森県弘前市大字田町四丁目","","熊野奥照神社","","40.61262419","140.47997106"
"102","69","弘前学院外人宣教師館","","国宝・重要文化財(建造物)","重要文化財","近代／学校","","明治","19780121","","青森県","青森県弘前市大字稔町13番地1号","","学校法人弘前学院","","40.58414876","140.46863706"
"102","59","弘前城","三の丸追手門","国宝・重要文化財(建造物)","重要文化財","近世以前／城郭","","桃山","19370729","","青森県","青森県弘前市大字下白銀町1番地","","弘前市","","40.60383957","140.46420296"
"102","54","弘前城","二の丸辰巳櫓","国宝・重要文化財(建造物)","重要文化財","近世以前／城郭","","桃山","19370729","","青森県","青森県弘前市大字下白銀町1番地","","弘前市","","40.60579349","140.46483154"
"102","55","弘前城","二の丸未申櫓","国宝・重要文化財(建造物)","重要文化財","近世以前／城郭","","桃山","19370729","","青森県","青森県弘前市大字下白銀町1番地","","弘前市","","40.60610266","140.46263272"
"102","57","弘前城","二の丸南門","国宝・重要文化財(建造物)","重要文化財","近世以前／城郭","","桃山","19370729","","青森県","青森県弘前市大字下白銀町1番地","","弘前市","","40.60620437","140.46368308"
"102","53","弘前城","天守","国宝・重要文化財(建造物)","重要文化財","近世以前／城郭","","江戸後期","19370729","","青森県","青森県弘前市大字下白銀町1番地","","弘前市","","40.60745356","140.46417696"
"102","58","弘前城","二の丸東門","国宝・重要文化財(建造物)","重要文化財","近世以前／城郭","","桃山","19370729","","青森県","青森県弘前市大字下白銀町1番地","","弘前市","","40.60765738","140.46534617"
"102","56","弘前城","二の丸丑寅櫓","国宝・重要文化財(建造物)","重要文化財","近世以前／城郭","","桃山","19370729","","青森県","青森県弘前市大字下白銀町1番地","","弘前市","","40.60911773","140.46622852"
"102","60","弘前城","北の郭北門（亀甲門）","国宝・重要文化財(建造物)","重要文化財","近世以前／城郭","","桃山","19370729","","青森県","青森県弘前市大字下白銀町1番地","","弘前市","","40.61173875","140.46670752"
"102","61","弘前城三の丸東門","","国宝・重要文化財(建造物)","重要文化財","近世以前／城郭","","桃山","19531114","","青森県","青森県弘前市大字下白銀町1番地","","弘前市","","40.60716161","140.46771008"
"102","52","弘前八幡宮","唐門","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","桃山","19360918","","青森県","青森県弘前市大字八幡町一丁目","","弘前八幡宮","","40.61621757","140.47930471"
"102","51","弘前八幡宮","本殿","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","桃山","19360918","","青森県","青森県弘前市大字八幡町一丁目","","弘前八幡宮","","40.61631188","140.47930852"
"102","87","江渡家住宅（青森県三戸郡五戸町）","","国宝・重要文化財(建造物)","重要文化財","近世以前／民家","","江戸後期","19730223","","青森県","青森県三戸郡五戸町字荒町17番地1","","","","40.52013143","141.29941421"
"102","76","高橋家住宅（青森県黒石市中町）","主屋","国宝・重要文化財(建造物)","重要文化財","近世以前／民家","","江戸後期","19730223","","青森県","青森県黒石市大字中町38番地","","","","40.64466985","140.59628562"
"102","00003906","高橋家住宅（青森県黒石市中町）","文庫蔵","国宝・重要文化財(建造物)","重要文化財","近世以前／民家","","江戸後期","20041210","","青森県","青森県黒石市大字中町38番地","","","","40.64468294","140.59601394"
"102","00003905","高橋家住宅（青森県黒石市中町）","米蔵・味噌蔵","国宝・重要文化財(建造物)","重要文化財","近世以前／民家","","江戸後期","20041210","","青森県","青森県黒石市大字中町38番地","","","","40.64481387","140.59604668"
"102","00003995","高照神社","随神門","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","江戸後期","20060705","","青森県","青森県弘前市大字高岡","","高照神社","","40.62321069","140.35517282"
"102","00003994","高照神社","拝殿及び幣殿","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","江戸後期","20060705","","青森県","青森県弘前市大字高岡","","高照神社","","40.62323012","140.35469984"
"102","00003993","高照神社","東軒廊","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","江戸中期","20060705","","青森県","青森県弘前市大字高岡","","高照神社","","40.62324502","140.35452483"
"102","00003992","高照神社","西軒廊","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","江戸中期","20060705","","青森県","青森県弘前市大字高岡","","高照神社","","40.62324680","140.35439442"
"102","00003991","高照神社","中門","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","江戸中期","20060705","","青森県","青森県弘前市大字高岡","","高照神社","","40.62324838","140.35446539"
"102","00003990","高照神社","本殿","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","江戸中期","20060705","","青森県","青森県弘前市大字高岡","","高照神社","","40.62326309","140.35425193"
"102","00003999","高照神社","廟所門","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","江戸後期","20060705","","青森県","青森県弘前市大字高岡","","","","40.62339281","140.35216636"
"102","00003998","高照神社","廟所拝殿","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","江戸中期","20060705","","青森県","青森県弘前市大字高岡","","","","40.62340269","140.35203710"
"102","00003997","高照神社","津軽信政公墓　（２）","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","江戸後期","20060705","","青森県","青森県弘前市大字高岡","","","","40.62340749","140.35195444"
"102","00003996","高照神社","津軽信政公墓　（１）","国宝・重要文化財(建造物)","重要文化財","近世以前／神社","","江戸中期","20060705","","青森県","青森県弘前市大字高岡","","","","40.62340876","140.35188800"
"102","41","最勝院五重塔","","国宝・重要文化財(建造物)","重要文化財","近世以前／寺院","","江戸中期","19080423","","青森県","青森県弘前市大字銅屋町","","最勝院","","40.59704513","140.46896440"
"102","70","清水寺観音堂","","国宝・重要文化財(建造物)","重要文化財","近世以前／寺院","","桃山","19800126","","青森県","青森県八戸市大字是川","","清水寺","","40.47160082","141.49014947"
"102","62","誓願寺山門","","国宝・重要文化財(建造物)","重要文化財","近世以前／寺院","","江戸中期","19380826","","青森県","青森県弘前市大字新町","","誓願寺","","40.60998751","140.45747950"
"102","68","石場家住宅（青森県弘前市亀甲町）","","国宝・重要文化財(建造物)","重要文化財","近世以前／民家","","江戸中期","19730223","","青森県","青森県弘前市大字亀甲町88番地","","","","40.61226609","140.46693735"
"102","49","長勝寺","本堂","国宝・重要文化財(建造物)","重要文化財","近世以前／寺院","","桃山","19930817","","青森県","青森県弘前市大字西茂森一丁目","","長勝寺","","40.59874366","140.45065985"
"102","50","長勝寺","庫裏","国宝・重要文化財(建造物)","重要文化財","近世以前／寺院","","江戸前期","19930817","","青森県","青森県弘前市大字西茂森一丁目","","長勝寺","","40.59893851","140.45100133"
"102","43","長勝寺御影堂","","国宝・重要文化財(建造物)","重要文化財","近世以前／寺院","","江戸前期","19860122","","青森県","青森県弘前市大字西茂森一丁目","","長勝寺","","40.59870770","140.45033130"
